axis_word	orbit_size	weight	rank	signature	case_0_a_mask	case_1_a_mask	case_2_a_mask	case_3_a_mask	case_4_a_mask	case_5_a_mask
023fe5	21	12	10	1f4	88448844874b874b77bb77bb78b478b488bb774487b4784b774488bb784b87b4874b874b77bb77bb78b478b48844884487b4784b774488bb784b87b488bb774422eedd112de1d21edd1122eed21e2de1221122112d1e2d1eddeeddeed2e1d2e12de1d21edd1122eed21e2de122eedd112d1e2d1eddeeddeed2e1d2e122112211	00440044074b074b77bb77bb78b478b400bb774407b4784b774488bb784b84b4074b074b77bb77bb78b478b48844884407b4784b774488bb784b84b488bb44442222dd112d21d21edd1122eed21e2de0221122112d1e2d1eddeeddeed2e0d2e02d21d21edd1122eed21e2de022eedd002d1e2d1eddeeddeed2e0d2e022002200	00440044074b074b77bb77bb78b478b400bb774407b4784b774488bb784b84b4074b074b77bb77bb78b478b48844884407b4784b774488bb784b84b488bb44442222dd112d21d21edd1122eed21e2de0221122112d1e2d1eddeeddeed2e0d2e02d21d21edd1122eed21e2de022eedd002d1e2d1eddeeddeed2e0d2e022002200	88448844874b874077bb77b078b4780088bb774487b47840774488b078408400874b874077bb770078b478008844880087b4784077448800784084008800440022eedd112de1d21edd1122eed21e2ce0221122112c1e2c1edceedceec0e0c0e02de1d21edd1122eed21e2ce022eecc002c1e2c1ecceecceec0e0c0e000000000	88448844874b874077bb77b078b4780088bb774487b47840774488b078408400874b874077bb770078b478008844880087b4784077448800784084008800440022eedd112de1d21edd1122eed21e2ce0221122112c1e2c1edceedceec0e0c0e02de1d21edd1122eed21e2ce022eecc002c1e2c1ecceecceec0e0c0e000000000	00440044074b074077bb77b078b4780000bb774407b47840774488b078408400074b074077bb770078b478008844880007b478407744880078408400880044002222dd112d21d21edd1122eed21e2ce0221122112c1e2c1edceedceec0e0c0e02d21d21edd1122eed21e2ce022eecc002c1e2c1ecceecceec0e0c0e000000000
03a7d9	21	12	10	1fd	ddeeddeed2e1d2e1221122112d1e2d1edd1122eed21e2de122eedd112de1d21ed2e1d2e1221122112d1e2d1eddeeddeed21e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784b77bb77bb78b478b488448844874b874b784b87b488bb774487b4784b774488bb78b478b488448844874b874b77bb77bb	00ee00ee02e102e1221122112d1e2d1e001122ee021e2de122eedd112de1d21e02e102e1221122112d1e2d1eddeeddee021e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784077bb77bb78b478b48844884487408740784b87b488bb774487b478407744880078b478b4884488448740874077007700	00ee00ee02e102e1221122112d1e2d1e001122ee021e2de122eedd112de1d21e02e102e1221122112d1e2d1eddeeddee021e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784077bb77bb78b478b48844884487408740784b87b488bb774487b478407744880078b478b4884488448740874077007700	ddeeddeed2e1d2e0221122102d1e2d00dd1122eed21e2de022eedd102de0d200d2e1d2e0221122002d1e2d00ddeedd00d21e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000	ddeeddeed2e1d2e0221122102d1e2d00dd1122eed21e2de022eedd102de0d200d2e1d2e0221122002d1e2d00ddeedd00d21e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000	00ee00ee02e102e0221122102d1e2d00001122ee021e2de022eedd102de0d20002e102e0221122002d1e2d00ddeedd00021e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000
05573d	21	12	10	1fd	ddeeddeed2e1d2e1221122112d1e2d1edd1122eed21e2de122eedd112de1d21ed2e1d2e1221122112d1e2d1eddeeddeed21e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784b77bb77bb78b478b488448844874b874b784b87b488bb774487b4784b774488bb78b478b488448844874b874b77bb77bb	00ee00ee02e102e1221122112d1e2d1e001122ee021e2de122eedd112de1d21e02e102e1221122112d1e2d1eddeeddee021e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784077bb77bb78b478b48844884487408740784b87b488bb774487b478407744880078b478b4884488448740874077007700	00ee00ee02e102e1221122112d1e2d1e001122ee021e2de122eedd112de1d21e02e102e1221122112d1e2d1eddeeddee021e2de122eedd112de1d21edd1122ee774488bb784b87b488bb774487b4784077bb77bb78b478b48844884487408740784b87b488bb774487b478407744880078b478b4884488448740874077007700	ddeeddeed2e1d2e0221122102d1e2d00dd1122eed21e2de022eedd102de0d200d2e1d2e0221122002d1e2d00ddeedd00d21e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000	ddeeddeed2e1d2e0221122102d1e2d00dd1122eed21e2de022eedd102de0d200d2e1d2e0221122002d1e2d00ddeedd00d21e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000	00ee00ee02e102e0221122102d1e2d00001122ee021e2de022eedd102de0d20002e102e0221122002d1e2d00ddeedd00021e2de022eedd002de0d200dd002200774488bb784b87b488bb774487b4704077bb77bb70b470b48044804400400040784b87b488bb774487b470407744000070b470b4004400440040004000000000
009eef	21	12	10	1fe	bb88bb88b487b487447744774b784b78bb774488b4784b874488bb774b87b478b487b487447744774b784b78bb88bb88b4784b874488bb774b87b478bb7744881122eedd1e2de1d2eedd1122e1d21e2d11dd11dd1ed21ed2ee22ee22e12de12d1e2de1d2eedd1122e1d21e2d1122eedd1ed21ed2ee22ee22e12de12d11dd11dd	1188118814871487447744774b784b781177448814784b874488bb774b87b07814871487447744774b784b78bb88bb8814784b874488bb774b87b078bb7700881100eedd1e0de1d2eedd1122e1d21e2811dd11dd1ed21ed2ee22ee22e128e1281e0de1d2eedd1122e1d21e281122ee881ed21ed2ee22ee22e128e12811881188	1188118814871487447744774b784b781177448814784b874488bb774b87b07814871487447744774b784b78bb88bb8814784b874488bb774b87b078bb7700881100eedd1e0de1d2eedd1122e1d21e2811dd11dd1ed21ed2ee22ee22e128e1281e0de1d2eedd1122e1d21e281122ee881ed21ed2ee22ee22e128e12811881188	bb88bb88b487b480447744704b784b00bb774488b4784b804488bb704b80b000b487b480447744004b784b00bb88bb00b4784b804488bb004b80b000bb0000001122eedd1e2de1d2eedd1122e1d21a2811dd11dd1ad21ad2ea22ea22a028a0281e2de1d2eedd1122e1d21a281122aa881ad21ad2aa22aa22a028a02800880088	bb88bb88b487b480447744704b784b00bb774488b4784b804488bb704b80b000b487b480447744004b784b00bb88bb00b4784b804488bb004b80b000bb0000001122eedd1e2de1d2eedd1122e1d21a2811dd11dd1ad21ad2ea22ea22a028a0281e2de1d2eedd1122e1d21a281122aa881ad21ad2aa22aa22a028a02800880088	1188118814871480447744704b784b001177448814784b804488bb704b80b00014871480447744004b784b00bb88bb0014784b804488bb004b80b000bb0000001100eedd1e0de1d2eedd1122e1d21a2811dd11dd1ad21ad2ea22ea22a028a0281e0de1d2eedd1122e1d21a281122aa881ad21ad2aa22aa22a028a02800880088
003237	21	8	10	204	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b478b4874b77bb884478b4874b77bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211ddeed2e12d1e2211ddeed2e12d1e2de12de122ee22ee2de12de122ee22eed2e12d1eddee2211d2e12d1eddee2211	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b448b4874b44bb884448b4874b44bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211dd22d2e12d122211dd22d2e12d122de12de122ee22ee2de12de122ee22eed2e12d0eddee2200d2e12d0eddee2200	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b448b4874b44bb884048b4874b44bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211dd22d2e12d120211dd22d2e12d122de12de122ee22ee2de12de122ee22eed2e12d0eddee2200d2e12d0eddee2200	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cceed2e12c1e0211cceed2e12c1e0ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cceed2e12c1e0211cceed2e12c1e0ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cc22d2e12c120211cc22d2e12c120ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000
02f54f	21	12	10	204	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b478b4874b77bb884478b4874b77bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211ddeed2e12d1e2211ddeed2e12d1e2de12de122ee22ee2de12de122ee22eed2e12d1eddee2211d2e12d1eddee2211	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b448b4874b44bb884448b4874b44bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211dd22d2e12d122211dd22d2e12d122de12de122ee22ee2de12de122ee22eed2e12d0eddee2200d2e12d0eddee2200	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b448b4874b44bb884048b4874b44bb884487b487b488bb88bb87b487b488bb88bbdd11dd112de12de1dd11dd112de12de12211dd22d2e12d120211dd22d2e12d122de12de122ee22ee2de12de122ee22eed2e12d0eddee2200d2e12d0eddee2200	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cceed2e12c1e0211cceed2e12c1e0ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000	884477bb78b4874b884477bb78b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cceed2e12c1e0211cceed2e12c1e0ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000	004477bb70b4874b004477bb70b4874b7744774487b487b47744774487b487b44804874b440088404804874b4400884487048704880088008704870488008800cc11cc112ce12ce1cc11cc112ce12ce12211cc22d2e12c120211cc22d2e12c120ce10ce100ee00ee0ce10ce100ee00eec2e10c0eccee0000c2e10c0eccee0000
0006e7	21	8	10	207	ee2211dd1ed2e12dee2211dd1ed2e12d11221122e1d2e1d211221122e1d2e1d21ed2e12d11ddee221ed2e12d11ddee22e1d2e1d2eeddeedde1d2e1d2eeddeeddbb77bb774b874b87bb77bb774b874b874477bb88b4874b784477bb88b4874b784b874b87448844884b874b8744884488b4874b78bb884477b4874b78bb884477	002211dd10d2e12d002211dd10d2e12d11221122e1d2e1d211221122e1d2e1d20ed2e12d00ddee220ed2e12d00ddee22e1d2e1d2eeddeedde1d2e1d2eeddeeddbb77bb774b874b87bb77bb774b874b874477bb00b4874b704477bb00b4874b704b874b87448844884b874b8744884488b4874b08bb884400b4874b08bb884400	002211dd10d2e12d002211dd10d2e12d11221122e1d2e1d211221122e1d2e1d20ed2e12d00ddee220ed2e12d00ddee22e1d2e1d2eeddeedde1d2e1d2eeddeeddbb77bb774b874b87bb77bb774b874b874477bb00b4874b704477bb00b4874b704b874b87448844884b874b8744884488b4874b08bb884400b4874b08bb884400	ee2211dd1ed2e12dee2211dd1ed2e12d11221122e1d2e1d211221122e1d2e1d20e82e12d0088ee220e82e12d0088ee22e182e182ee88ee88e182e182ee88ee888877887748874887887788774887488744778888b487487844778888b48748780887088700880088088708870088008884870808888800008487080888880000	ee2211dd1ed2e12dee2211dd1ed2e12d11221122e1d2e1d211221122e1d2e1d20e82e12d0088ee220e82e12d0088ee22e182e182ee88ee88e182e182ee88ee888877887748874887887788774887488744778888b487487844778888b48748780887088700880088088708870088008884870808888800008487080888880000	002211dd10d2e12d002211dd10d2e12d11221122e1d2e1d211221122e1d2e1d20e82e12d0088ee220e82e12d0088ee22e182e182ee88ee88e182e182ee88ee888877887748874887887788774887488744778800b487487044778800b48748700887088700880088088708870088008884870808888800008487080888880000
000489	21	4	6	208	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
02d7e9	21	12	9	210	00400040000000000040004000000000004000b000000000004000b00000000000000000000400040000000000040004000000000004000b000000000004000bd000200000000000d00020000000000020002000000000002000200000000000000000000d000200000000000d00020000000000020002000000000002000200	00400040000000000040004000000000004000b000000000004000b00000000000000000000400040000000000040004000000000004000b000000000004000bd000200000000000d00020000000000020002000000000002000200000000000000000000d000200000000000d00020000000000020002000000000002000200	00400040000000000040004000000000004000b000000000004000b00000000000000000000400040000000000040004000000000004000b000000000004000bd000200000000000d00020000000000020002000000000002000200000000000000000000d000200000000000d00020000000000020002000000000002000200	00400040000000000040004000000000000000000000000000000000000000000000000000040004000000000004000400000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000	00400040000000000040004000000000000000000000000000000000000000000000000000040004000000000004000400000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000	00400040000000000040004000000000000000000000000000000000000000000000000000040004000000000004000400000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000000000000000000000c000000000000000c00000000000000000000000000000000000000
0378eb	21	12	9	225	001100ee001000e0001100ee001000e0001100110010001000110011001000100001000e001100ee0001000e001100ee0001000100110011000100010011001188008800800080008800880080008000770088007000800077008800700080000800080088008800080008008800880007000800770088000700080077008800	001100ee001000e0001100ee001000e0001100110010001000110011001000100001000e001100ee0001000e001100ee0001000100110011000100010011001188008800800080008800880080008000770088007000800077008800700080000800080088008800080008008800880007000800770088000700080077008800	001100ee001000e0001100ee001000e0001100110010001000110011001000100001000e001100ee0001000e001100ee0001000100110011000100010011001188008800800080008800880080008000770088007000800077008800700080000800080088008800080008008800880007000800770088000700080077008800	001000ee001000e0001000ee001000e0001000100010001000100010001000100000000e000000ee0000000e000000ee0000000000000000000000000000000080008000800080008000800080008000740080007000800074008000700080000000000000000000000000000000000004000000440000000400000044000000	001000ee001000e0001000ee001000e0001000100010001000100010001000100000000e000000ee0000000e000000ee0000000000000000000000000000000080008000800080008000800080008000740080007000800074008000700080000000000000000000000000000000000004000000440000000400000044000000	001000ee001000e0001000ee001000e0001000100010001000100010001000100000000e000000ee0000000e000000ee0000000000000000000000000000000080008000800080008000800080008000740080007000800074008000700080000000000000000000000000000000000004000000440000000400000044000000
03e59d	21	12	10	231	d21ed21edd11dd11d21ed21edd11dd112d1ed2e12211ddee2d1ed2e12211ddee22ee22eed21ed21e22ee22eed21ed21eddee22112d1ed2e1ddee22112d1ed2e1874b78b4884477bb874b78b4884477bb784b784b77447744784b784b7744774477bb8844874b78b477bb8844874b78b488bb88bb784b784b88bb88bb784b784b	021e021e0d110d11021e021e0d110d112c1ed2e12211ddee2c1ed2e12211ddee22ee22ee021e021e22ee22ee021e021edcee22112c1ed2e1dcee22112c1ed2e1874b78348844773b874b78348844773b7840784077447744784078407744774477bb8844874b783477bb8844874b783488b088b07840784088b088b078407840	021e021e0d110d11021e021e0d110d112c1ed2e02211ddee2c1ed2e12211ddee22ee22ee021e021e22ee22ee021e021edcee22112c1ed2e1dcee22112c1ed2e1874b78348844773b874b78348844773b7840784077447744784078407744774477bb8844874b783477bb8844074b783488b088b07840784088b088b078407840	d21ed21edd11dd11d21ed21edd11dd112c00d2e02200ddee2c00d2e02200ddee22ee22eed21ed21e22ee22eed21ed21edce022102c00d2e0dce022102c00d2e0844b40b4884444bb844b40b4884444bb4040404044444444404040404444444474bb8044844b40b474bb8044044b40b480b080b04040404080b080b040404040	d21ed21edd11dd11d21ed21edd11dd112c00d2e02200ddee2c00d2e02200ddee22ee22eed21ed21e22ee22eed21ed21edce022102c00d2e0dce022102c00d2e0844b40b4884444bb844b40b4884444bb4040404044444444404040404444444474bb8044844b40b474bb8044044b40b480b080b04040404080b080b040404040	021e021e0d110d11021e021e0d110d112c00d2e02200ddee2c00d2e02200ddee22ee22ee021e021e22ee22ee021e021edce022102c00d2e0dce022102c00d2e0844b40348844443b844b40348844443b4040404044444444404040404444444474bb8044844b403474bb8044044b403480b080b04040404080b080b040404040
007dd7	21	12	10	238	87b487b488bb88bb87b487b488bb88bb78b4874b77bb884478b4874b77bb88447744774487b487b47744774487b487b4884477bb78b4874b884477bb78b4874bd2e12d1eddee2211d2e12d1eddee22112de12de122ee22ee2de12de122ee22ee2211ddeed2e12d1e2211ddeed2e12d1edd11dd112de12de1dd11dd112de12de1	07b407b408bb08bb07b407b408bb08bb70b4874b77bb884470b4874b77bb88447744774407b407b47744774407b407b4804477bb70b4874b804477bb70b4874bd2e12d0eddee2201d2e12d0eddee22012de02de022ee22ee2de02de022ee22ee2211ddeed2e12d0e2211ddeed2e12d0edd10dd102de02de0dd10dd102de02de0	07b407b408bb08bb07b407b408bb08bb70b4874b77bb884470b4874b77bb88447744774407b407b47744774407b407b4804477bb70b4874b8044779b70b4874bd2e12d0ed9ee2201d2e12d0eddee22012de02de022ee22ee2de02de022ee22ee2211ddeed2e12d0e2211ddeed2e12d0edd10dd102de02de0dd10dd102de02de0	87b487b488bb88bb87b487b488bb88bb700087407700884470008740770088447744774487b487b47744774487b487b4804077b0700087408040779070008740d2e1201ed9ee2211d2e1201eddee221120e020e022ee22ee20e020e022ee22ee2211d0eed2e1201e2211d0eed2e1201ed010d01020e020e0d010d01020e020e0	87b487b488bb88bb87b487b488bb88bb700087407700884470008740770088447744774487b487b47744774487b487b4804077b0700087408040779070008740d2e1201ed9ee2211d2e1201eddee221120e020e022ee22ee20e020e022ee22ee2211d0eed2e1201e2211d0eed2e1201ed010d01020e020e0d010d01020e020e0	07b407b408bb08bb07b407b408bb08bb700087407700884470008740770088447744774407b407b47744774407b407b4804077b0700087408040779070008740d2e1200ed9ee2201d2e1200eddee220120e020e022ee22ee20e020e022ee22ee2211d0eed2e1200e2211d0eed2e1200ed010d01020e020e0d010d01020e020e0
008675	21	8	9	243	002000d00000000000d0002000000000002000200000000000d000d000000000000000000002000d00000000000d0002000000000002000200000000000d000db000b0000000000040004000000000004000b00000000000b000400000000000000000000b000b0000000000040004000000000004000b00000000000b000400	002000d00000000000d0002000000000002000200000000000d000d000000000000000000002000d00000000000d0002000000000002000200000000000d000db000b0000000000040004000000000004000b00000000000b000400000000000000000000b000b0000000000040004000000000004000b00000000000b000400	002000d00000000000d0002000000000002000200000000000d000d000000000000000000002000d00000000000d0002000000000002000200000000000d000db000b0000000000040004000000000004000b00000000000b000400000000000000000000b000b0000000000040004000000000004000b00000000000b000400	002000d000000000008000200000000000200020000000000080008000000000000000000002000d00000000000800020000000000020002000000000008000880008000000000000000000000000000400080000000000080000000000000000000000008000800000000000000000000000000040008000000000008000000	002000d000000000008000200000000000200020000000000080008000000000000000000002000d00000000000800020000000000020002000000000008000880008000000000000000000000000000400080000000000080000000000000000000000008000800000000000000000000000000040008000000000008000000	002000d000000000008000200000000000200020000000000080008000000000000000000002000d00000000000800020000000000020002000000000008000880008000000000000000000000000000400080000000000080000000000000000000000008000800000000000000000000000000040008000000000008000000
007067	21	8	10	245	dd1122ee2de1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11d21e2de1dd1122eed2e1d2e1ddeeddee2d1e2d1e221122118844884478b478b477bb77bb874b874b774488bb87b4784b88bb7744784b87b478b478b477bb77bb874b874b8844884487b4784b88bb7744784b87b4774488bb	001122ee20e1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11c21e2de1cc1122eed2e1d2e1ddeeddee2d1e2d1e221122118844884478b478b477bb77bb874b874b7744883387b4784388bb7744784b87b478b478b477bb77bb874b874b8844884487b4784b88bb7744784b870477448800	001122ee20e1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11c21e2de1cc1122eed2e1d2e1ddeeddee2d1e2d1e221122118844884478b478b477bb77bb874b874b7744883387b4784388bb7744784b87b478b478b477bb77bb874b874b8844884487b4784b88bb7744784b870477448800	dd1122ee2de1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11c20e2de1cc0022eed2e1d2e1ddeeddee2d0e2d0e220022008844884478b478b444bb44bb844b844b774488bb87b4784b88bb4444784b84b448b448b444bb44bb044b044b0044004487b4484b88bb4444484b040444440000	dd1122ee2de1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11c20e2de1cc0022eed2e1d2e1ddeeddee2d0e2d0e220022008844884478b478b444bb44bb844b844b774488bb87b4784b88bb4444784b84b448b448b444bb44bb044b044b0044004487b4484b88bb4444484b040444440000	001122ee20e1d21e22eedd11d21e2de122112211d2e1d2e1ddeeddee2d1e2d1e2de1d21e22eedd11c20e2de1cc0022eed2e1d2e1ddeeddee2d0e2d0e220022008844884478b478b444bb44bb844b844b7744883387b4784388bb4444784b84b448b448b444bb44bb044b044b0044004487b4484b88bb4444484b040444440000
002bd1	21	8	10	257	ee22ee221ed21ed211dd11dde12de12d1122eedde1d21e2deedd11221e2de1d21ed21ed211dd11dde12de12dee22ee22e1d21e2deedd11221e2de1d21122eeddbb7744884b87b4784488bb77b4784b8744774477b487b487bb88bb884b784b784b87b4784488bb77b4784b87bb774488b487b487bb88bb884b784b7844774477	0022002210d210d211dd11dde12de12d1122eedde1d21e2deedd11221e2de1d21ed21ed211dd11dde12de12dee22ee22e1d21e2deedd11220e2de1d20022eeddbb7744004b87b4704488bb77b4784b8744774477b487b487bb88bb884b784b784b87b4784488bb77b4784b87bb774488b487b487bb88bb884b084b0844004400	0022002210d210d211dd11dde12de12d1122eedde1d21e2deedd11221e2dc1d21ed21ed211dd11ddc12de12dee22ee22e1d21e2deedd11220e2de1d20022eeddbb7744004b87b4704488bb77b4784b8744774477b487b483bb88bb884b784b784b83b4784488bb77b4784b87bb774488b487b487bb88bb884b084b0844004400	ee22ee221ed21ed211dd11dde12de12d1122eedde1d21e2dee8811221e28c1d21ed21ed211dd11ddc12de12dee22ee22e1821e2dee8811220e08e1820000ee88bb7744884b87b47844888877b478488744774477b487b48388888888487848784b83847844888877847808878877008884878487888888880808080800000000	ee22ee221ed21ed211dd11dde12de12d1122eedde1d21e2dee8811221e28c1d21ed21ed211dd11ddc12de12dee22ee22e1821e2dee8811220e08e1820000ee88bb7744884b87b47844888877b478488744774477b487b48388888888487848784b83847844888877847808878877008884878487888888880808080800000000	0022002210d210d211dd11dde12de12d1122eedde1d21e2dee8811221e28c1d21ed21ed211dd11ddc12de12dee22ee22e1821e2dee8811220e08e1820000ee88bb7744004b87b47044888877b478488744774477b487b48388888888487848784b83847844888877847808878877008884878487888888880808080800000000
0beefb	21	16	10	261	d21e2d41dd0122ee2de1d21e22ecdc112d1e2d1e22112211d2e1d2e1ddeeddee22eedd11d21e2de1dd1122ee2de1d21eddeeddee2d1e2c1622112211d2e1d2e1874b874b88448844683478b477bb77bb784b87b4774488bb87b4784b88bb774477bb77bb874b874b8844884478b478b4883b3744784b87b4774480bb82b4784b	021e2de10d1122ee2ce1d21e22eedd112d1e2d1e22112211d2e1d2e1ddeeddee22eedd11021e2de1dc1122ee2ce1d21eddeeddee2d1e2d1e22112211d2e1d2e1874b874b8844884478b478b477bb77bb784b87347744883b87b4784088bb774477bb77bb874b874b8844884478b478b488bb7744784b8734774488b087b47840	021e2de10d1122ee2ce1d21e22eedd112d1e2d1e22112211d2e1d2e1ddeeddee22ecdd11021e2d61dc1122ee2ce1d21eddeeddee291e2d1e20112210d2e1d2e1874b874b0844880478b4789477bb77bb784b87347744883b86b4784088bb374477bb77bb874b874b8844884478b478b488bb7744784b8734774488b087b47840	d21e2de1dd1122ee2ce0d21e22eedd112d1e2d1e22112211d2e0d2e0ddeeddee22eedd11d21e2de1dc1022ee2ce0d21eddeeddee2d1e2d1e22102210d2e0d2e0844b844b8844884440b440b444bb44bb784b84b4774488bb84b4404088bb444474bb74bb844b844b8044804440b440b488bb7444784b84b4744480b084b44040	d21e2de1dd1122ee2ce0d21e22eedd112d1e2d1e22112211d2e0d2e0ddeeddee22eedd11d21e2de1dc1022ee2ce0d21eddeeddee2d1e2d1e22102210d2e0d2e0844b844b8844884440b440b444bb44bb784b84b4774488bb84b4404088bb444474bb74bb844b844b8044804440b440b488bb7444784b84b4744480b084b44040	021e2de10d1122ee2ce0d21e22eedd112d1e2d1e22112211d2e0d2e0ddeeddee22eedd11021e2de1dc1022ee2ce0d21eddeeddee2d1e2d1e22102210d2e0d2e0844b844b8844884440b440b444bb44bb784b84347744883b84b4404088bb444474bb74bb844b844b8044804440b440b488bb7444784b8434744480b084b44040
